month_of_service,daytype,daycount,route_or_line,ridership_total,ridership_average,ObjectId
2025/12/01 05:00:00+00,Total,31,Blue Line,1207955,38966,388
2025/12/01 05:00:00+00,Total,31,Orange Line,3604874,116286,389
2025/12/01 05:00:00+00,Total,31,Red Line,3594976,115967,390
2025/12/01 05:00:00+00,Total,31,Heavy Rail,8407805,271220,391
2025/12/01 05:00:00+00,Total,31,Green Line,2382592,76858,392
2025/12/01 05:00:00+00,Total,31,Mattapan Line,70129,2262,393
2025/12/01 05:00:00+00,Total,31,Light Rail,2452721,79120,394
2025/12/01 05:00:00+00,Total,31,Silver Line,803295,25913,395
2025/12/01 05:00:00+00,Total,31,Bus,6553176,211393,396
2025/12/01 05:00:00+00,Total,31,All Bus,7356471,237306,397
2025/12/01 05:00:00+00,Total,31,Commuter Rail,2682774,86541,398
2025/12/01 05:00:00+00,Total,31,Ferry,68078,2196,399
2025/12/01 05:00:00+00,Total,31,The RIDE,95438,3079,400
2025/08/01 04:00:00+00,Total,31,Mattapan Line,73696,2377,401
2025/08/01 04:00:00+00,Total,31,Light Rail,3581734,115540,402
2025/08/01 04:00:00+00,Total,31,Silver Line,886641,28601,403
2025/08/01 04:00:00+00,Total,31,Bus,6810972,219709,404
2025/08/01 04:00:00+00,Total,31,All Bus,7697613,248310,405
2025/08/01 04:00:00+00,Total,31,Commuter Rail,2406218,77620,406
2025/08/01 04:00:00+00,Total,31,Ferry,205932,6643,407
2025/08/01 04:00:00+00,Total,31,The RIDE,103359,3334,408
2025/07/01 04:00:00+00,Weekday,22,Blue Line,1136434,51656,409
2025/07/01 04:00:00+00,Weekday,22,Orange Line,2834073,128822,410
2025/07/01 04:00:00+00,Weekday,22,Red Line,3122514,141932,411
2025/07/01 04:00:00+00,Weekday,22,Heavy Rail,7093022,322410,412
2025/07/01 04:00:00+00,Weekday,22,Green Line,2799144,127234,413
2025/07/01 04:00:00+00,Weekday,22,Mattapan Line,63055,2866,414
2025/07/01 04:00:00+00,Weekday,22,Light Rail,2862199,130100,415
2025/07/01 04:00:00+00,Weekday,22,Silver Line,696608,31664,416
2025/07/01 04:00:00+00,Weekday,22,Bus,5789137,263143,417
2025/07/01 04:00:00+00,Weekday,22,All Bus,6485744,294807,418
2025/07/01 04:00:00+00,Saturday,4,Blue Line,170317,42579,419
2025/07/01 04:00:00+00,Saturday,4,Orange Line,277603,69401,420
2025/07/01 04:00:00+00,Saturday,4,Red Line,305571,76393,421
2025/07/01 04:00:00+00,Saturday,4,Heavy Rail,753492,188373,422
2025/07/01 04:00:00+00,Saturday,4,Green Line,400752,100188,423
2025/07/01 04:00:00+00,Saturday,4,Mattapan Line,6229,1557,424
2025/07/01 04:00:00+00,Saturday,4,Light Rail,406981,101745,425
2025/07/01 04:00:00+00,Saturday,4,Silver Line,85199,21300,426
2025/07/01 04:00:00+00,Saturday,4,Bus,664557,166139,427
2025/07/01 04:00:00+00,Saturday,4,All Bus,749756,187439,428
2025/07/01 04:00:00+00,Sunday,5,Blue Line,159878,31976,429
2025/07/01 04:00:00+00,Sunday,5,Orange Line,273996,54799,430
2025/07/01 04:00:00+00,Sunday,5,Red Line,309780,61956,431
2025/04/01 04:00:00+00,Total,30,All Bus,7974379,265813,432
2025/07/01 04:00:00+00,Sunday,5,Heavy Rail,743655,148731,433
2025/07/01 04:00:00+00,Sunday,5,Green Line,391579,78316,434
2025/07/01 04:00:00+00,Sunday,5,Mattapan Line,5780,1156,435
2025/07/01 04:00:00+00,Sunday,5,Light Rail,397358,79472,436
2025/07/01 04:00:00+00,Sunday,5,Silver Line,93350,18670,437
2025/07/01 04:00:00+00,Sunday,5,Bus,587169,117434,438
2025/07/01 04:00:00+00,Sunday,5,All Bus,680520,136104,439
2025/04/01 04:00:00+00,Total,30,Commuter Rail,2522858,84095,440
2025/07/01 04:00:00+00,Total,31,Blue Line,1466630,47311,441
2025/10/01 04:00:00+00,Total,31,All Bus,8604252,277557,442
2025/04/01 04:00:00+00,Total,30,Ferry,109343,3645,443
2025/07/01 04:00:00+00,Total,31,Orange Line,3385673,109215,444
2025/10/01 04:00:00+00,Total,31,Commuter Rail,2706289,87300,445
2025/04/01 04:00:00+00,Total,30,The RIDE,107340,3578,446
2025/07/01 04:00:00+00,Total,31,Red Line,3737865,120576,447
2025/10/01 04:00:00+00,Total,31,Ferry,121766,3928,448
2025/03/01 05:00:00+00,Weekday,21,Blue Line,993144,47293,449
2025/07/01 04:00:00+00,Total,31,Heavy Rail,8590168,277102,450
2025/10/01 04:00:00+00,Total,31,The RIDE,111178,3586,451
2025/03/01 05:00:00+00,Weekday,21,Orange Line,2703361,128731,452
2025/07/01 04:00:00+00,Total,31,Green Line,3591475,115854,453
2025/09/01 04:00:00+00,Weekday,21,Blue Line,1099501,52357,454
2025/03/01 05:00:00+00,Weekday,21,Red Line,2731891,130090,455
2025/07/01 04:00:00+00,Total,31,Mattapan Line,75063,2421,456
2025/09/01 04:00:00+00,Weekday,21,Orange Line,2992062,142479,457
2025/03/01 05:00:00+00,Weekday,21,Heavy Rail,6428396,306114,458
2025/07/01 04:00:00+00,Total,31,Light Rail,3666538,118275,459
2025/09/01 04:00:00+00,Weekday,21,Red Line,3260741,155273,460
2025/03/01 05:00:00+00,Weekday,21,Green Line,2766287,131728,461
2025/07/01 04:00:00+00,Total,31,Silver Line,875157,28231,462
2025/09/01 04:00:00+00,Weekday,21,Heavy Rail,7352304,350110,463
2025/03/01 05:00:00+00,Weekday,21,Mattapan Line,17204,819,464
2025/07/01 04:00:00+00,Total,31,Bus,7040863,227125,465
2025/09/01 04:00:00+00,Weekday,21,Green Line,2639466,125689,466
2025/03/01 05:00:00+00,Weekday,21,Light Rail,2783491,132547,467
2025/07/01 04:00:00+00,Total,31,All Bus,7916020,255355,468
2025/09/01 04:00:00+00,Weekday,21,Mattapan Line,68954,3284,469
2025/03/01 05:00:00+00,Weekday,21,Silver Line,614913,29282,470
2025/06/01 04:00:00+00,Weekday,21,Blue Line,788734,37559,471
2025/09/01 04:00:00+00,Weekday,21,Light Rail,2708420,128972,472
2025/03/01 05:00:00+00,Weekday,21,Bus,5753241,273964,473
2025/06/01 04:00:00+00,Weekday,21,Orange Line,2517710,119891,474
2025/09/01 04:00:00+00,Weekday,21,Silver Line,660513,31453,475
2025/03/01 05:00:00+00,Weekday,21,All Bus,6368154,303245,476
2025/09/01 04:00:00+00,Weekday,21,Bus,6144515,292596,477
2025/03/01 05:00:00+00,Weekday,21,Commuter Rail,2105823,100277,478
2025/09/01 04:00:00+00,Weekday,21,All Bus,6805028,324049,479
2025/03/01 05:00:00+00,Weekday,21,Ferry,79464,3784,480
2025/09/01 04:00:00+00,Weekday,21,Commuter Rail,2116817,100801,481
2025/09/01 04:00:00+00,Weekday,21,Ferry,124072,5908,482
2025/09/01 04:00:00+00,Weekday,22,The RIDE,87417,3974,483
2025/09/01 04:00:00+00,Saturday,4,Blue Line,114891,28723,484
2025/09/01 04:00:00+00,Saturday,4,Orange Line,259435,64859,485
2025/09/01 04:00:00+00,Saturday,4,Red Line,388066,97016,486
2025/09/01 04:00:00+00,Saturday,4,Heavy Rail,762392,190598,487
2025/09/01 04:00:00+00,Saturday,4,Green Line,446227,111557,488
2025/09/01 04:00:00+00,Saturday,4,Mattapan Line,7103,1776,489
2025/09/01 04:00:00+00,Saturday,4,Light Rail,453330,113332,490
2025/09/01 04:00:00+00,Saturday,4,Silver Line,95163,23791,491
2025/09/01 04:00:00+00,Saturday,4,Bus,669675,167419,492
2025/09/01 04:00:00+00,Saturday,4,All Bus,764838,191210,493
2025/09/01 04:00:00+00,Saturday,4,Commuter Rail,147563,36891,494
2025/09/01 04:00:00+00,Saturday,4,Ferry,21185,5296,495
2025/09/01 04:00:00+00,Saturday,4,The RIDE,8538,2134,496
2025/09/01 04:00:00+00,Sunday,5,Blue Line,129083,25817,497
2025/09/01 04:00:00+00,Sunday,5,Orange Line,274779,54956,498
2025/09/01 04:00:00+00,Sunday,5,Red Line,401757,80351,499
2025/09/01 04:00:00+00,Sunday,5,Heavy Rail,805618,161124,500
2025/09/01 04:00:00+00,Sunday,5,Green Line,462369,92474,501
2025/09/01 04:00:00+00,Sunday,5,Mattapan Line,6536,1307,502
2025/09/01 04:00:00+00,Sunday,5,Light Rail,468905,93781,503
2025/09/01 04:00:00+00,Sunday,5,Silver Line,95666,19133,504
2025/09/01 04:00:00+00,Sunday,5,Bus,592355,118471,505
2025/09/01 04:00:00+00,Sunday,5,All Bus,688021,137604,506
2025/09/01 04:00:00+00,Sunday,4,Commuter Rail,131896,32974,507
2025/09/01 04:00:00+00,Sunday,4,Ferry,10783,2696,508
2025/09/01 04:00:00+00,Sunday,4,The RIDE,7310,1828,509
2025/09/01 04:00:00+00,Total,30,Blue Line,1343475,44782,510
2025/09/01 04:00:00+00,Total,30,Orange Line,3526275,117542,511
2025/09/01 04:00:00+00,Total,30,Red Line,4050564,135019,512
2025/09/01 04:00:00+00,Total,30,Heavy Rail,8920314,297344,513
2025/09/01 04:00:00+00,Total,30,Green Line,3548062,118269,514
2025/09/01 04:00:00+00,Total,30,Mattapan Line,82594,2753,515
2025/09/01 04:00:00+00,Total,30,Light Rail,3630656,121022,516
2025/03/01 05:00:00+00,Weekday,21,The RIDE,87276,4156,517
2025/03/01 05:00:00+00,Saturday,5,Blue Line,169584,33917,518
2025/03/01 05:00:00+00,Saturday,5,Orange Line,369813,73963,519
2025/03/01 05:00:00+00,Saturday,5,Red Line,417117,83423,520
2025/03/01 05:00:00+00,Saturday,5,Heavy Rail,956513,191303,521
2025/03/01 05:00:00+00,Saturday,5,Green Line,549241,109848,522
2025/03/01 05:00:00+00,Saturday,5,Mattapan Line,2574,515,523
2025/03/01 05:00:00+00,Saturday,5,Light Rail,551815,110363,524
2025/03/01 05:00:00+00,Saturday,5,Silver Line,99871,19974,525
2025/03/01 05:00:00+00,Saturday,5,Bus,774827,154965,526
2025/03/01 05:00:00+00,Saturday,5,All Bus,874698,174940,527
2025/03/01 05:00:00+00,Saturday,5,Commuter Rail,165056,33011,528
2025/03/01 05:00:00+00,Saturday,5,Ferry,2115,423,529
2025/03/01 05:00:00+00,Saturday,5,The RIDE,10650,2130,530
2025/03/01 05:00:00+00,Sunday,5,Blue Line,128084,25617,531
2025/03/01 05:00:00+00,Sunday,5,Orange Line,276411,55282,532
2025/03/01 05:00:00+00,Sunday,5,Red Line,333688,66738,533
2025/03/01 05:00:00+00,Sunday,5,Heavy Rail,738184,147637,534
2025/03/01 05:00:00+00,Sunday,5,Green Line,405096,81019,535
2025/03/01 05:00:00+00,Sunday,5,Mattapan Line,1806,361,536
2025/03/01 05:00:00+00,Sunday,5,Light Rail,406903,81381,537
2025/03/01 05:00:00+00,Sunday,5,Silver Line,86249,17250,538
2025/03/01 05:00:00+00,Sunday,5,Bus,519969,103994,539
2025/03/01 05:00:00+00,Sunday,5,All Bus,606219,121244,540
2025/03/01 05:00:00+00,Sunday,5,Commuter Rail,159394,31879,541
2025/03/01 05:00:00+00,Sunday,5,Ferry,1546,309,542
2025/03/01 05:00:00+00,Sunday,5,The RIDE,9245,1849,543
2025/03/01 05:00:00+00,Total,31,Blue Line,1290812,41639,544
2025/03/01 05:00:00+00,Total,31,Orange Line,3349585,108051,545
2025/03/01 05:00:00+00,Total,31,Red Line,3482696,112345,546
2025/03/01 05:00:00+00,Total,31,Heavy Rail,8123093,262035,547
2025/03/01 05:00:00+00,Total,31,Green Line,3720625,120020,548
2025/03/01 05:00:00+00,Total,31,Mattapan Line,21584,696,549
2025/03/01 05:00:00+00,Total,31,Light Rail,3742208,120716,550
2025/06/01 04:00:00+00,Weekday,21,Red Line,3046098,145052,551
2025/06/01 04:00:00+00,Weekday,21,Heavy Rail,6352542,302502,552
2025/06/01 04:00:00+00,Weekday,21,Green Line,2558483,121833,553
2025/06/01 04:00:00+00,Weekday,21,Mattapan Line,63673,3032,554
2025/06/01 04:00:00+00,Weekday,21,Light Rail,2622156,124865,555
2025/06/01 04:00:00+00,Weekday,21,Silver Line,676598,32219,556
2025/06/01 04:00:00+00,Weekday,21,Bus,5606075,266956,557
2025/06/01 04:00:00+00,Weekday,21,All Bus,6282673,299175,558
2025/06/01 04:00:00+00,Weekday,20,Commuter Rail,2038789,101939,559
2025/06/01 04:00:00+00,Weekday,20,Ferry,156021,7801,560
2025/06/01 04:00:00+00,Weekday,21,The RIDE,84693,4033,561
2025/06/01 04:00:00+00,Saturday,4,Blue Line,86239,21560,562
2025/06/01 04:00:00+00,Saturday,4,Orange Line,268610,67152,563
2025/06/01 04:00:00+00,Saturday,4,Red Line,371596,92899,564
2025/06/01 04:00:00+00,Saturday,4,Heavy Rail,726446,181612,565
2025/06/01 04:00:00+00,Saturday,4,Green Line,387872,96968,566
2025/06/01 04:00:00+00,Saturday,4,Mattapan Line,7055,1764,567
2025/06/01 04:00:00+00,Saturday,4,Light Rail,394927,98732,568
2025/06/01 04:00:00+00,Saturday,4,Silver Line,83647,20912,569
2025/06/01 04:00:00+00,Saturday,4,Bus,619146,154786,570
2025/06/01 04:00:00+00,Saturday,4,All Bus,702794,175698,571
2025/06/01 04:00:00+00,Saturday,4,Commuter Rail,135770,33942,572
2025/06/01 04:00:00+00,Saturday,4,Ferry,17205,4301,573
2025/06/01 04:00:00+00,Saturday,4,The RIDE,8620,2155,574
2025/06/01 04:00:00+00,Sunday,5,Blue Line,99943,19989,575
2025/06/01 04:00:00+00,Sunday,5,Orange Line,244291,48858,576
2025/06/01 04:00:00+00,Sunday,5,Red Line,370849,74170,577
2025/06/01 04:00:00+00,Sunday,5,Heavy Rail,715084,143017,578
2025/06/01 04:00:00+00,Sunday,5,Green Line,384175,76835,579
2025/06/01 04:00:00+00,Sunday,5,Mattapan Line,6979,1396,580
2025/06/01 04:00:00+00,Sunday,5,Light Rail,391154,78231,581
2025/06/01 04:00:00+00,Sunday,5,Silver Line,97924,19585,582
2025/06/01 04:00:00+00,Sunday,5,Bus,582634,116527,583
2025/06/01 04:00:00+00,Sunday,5,All Bus,680558,136112,584
2025/06/01 04:00:00+00,Sunday,5,Commuter Rail,162604,32521,585
2025/06/01 04:00:00+00,Sunday,5,Ferry,22789,4558,586
2025/06/01 04:00:00+00,Sunday,5,The RIDE,10025,2005,587
2025/06/01 04:00:00+00,Total,30,Blue Line,974916,32497,588
2025/06/01 04:00:00+00,Total,30,Orange Line,3030611,101020,589
2025/06/01 04:00:00+00,Total,30,Red Line,3788543,126285,590
2025/06/01 04:00:00+00,Total,30,Heavy Rail,7794071,259802,591
2025/06/01 04:00:00+00,Total,30,Green Line,3330530,111018,592
2025/06/01 04:00:00+00,Total,30,Mattapan Line,77707,2590,593
2025/06/01 04:00:00+00,Total,30,Light Rail,3408237,113608,594
2025/06/01 04:00:00+00,Total,30,Silver Line,858170,28606,595
2025/06/01 04:00:00+00,Total,30,Bus,6807856,226929,596
2025/06/01 04:00:00+00,Total,30,All Bus,7666026,255534,597
2025/06/01 04:00:00+00,Total,30,Commuter Rail,2424304,80810,598
2025/06/01 04:00:00+00,Total,30,Ferry,201521,6717,599
2025/06/01 04:00:00+00,Total,30,The RIDE,103354,3445,600
2025/05/01 04:00:00+00,Total,31,Ferry,119743,3863,601
2025/05/01 04:00:00+00,Total,31,The RIDE,108022,3485,602
2025/04/01 04:00:00+00,Weekday,22,Blue Line,1097776,49899,603
2025/04/01 04:00:00+00,Weekday,22,Orange Line,2927914,133087,604
2025/04/01 04:00:00+00,Weekday,22,Red Line,3011303,136877,605
2025/04/01 04:00:00+00,Weekday,22,Heavy Rail,7036993,319863,606
2025/04/01 04:00:00+00,Weekday,22,Green Line,3142464,142839,607
2025/04/01 04:00:00+00,Weekday,22,Mattapan Line,82,4,608
2025/04/01 04:00:00+00,Weekday,22,Light Rail,3142546,142843,609
2025/04/01 04:00:00+00,Weekday,22,Silver Line,669824,30447,610
2025/04/01 04:00:00+00,Weekday,22,Bus,6090801,276855,611
2025/04/01 04:00:00+00,Weekday,22,All Bus,6760626,307301,612
2025/04/01 04:00:00+00,Weekday,21,Commuter Rail,2159152,102817,613
2025/04/01 04:00:00+00,Weekday,21,Ferry,100735,4797,614
2025/04/01 04:00:00+00,Weekday,22,The RIDE,90816,4128,615
2025/04/01 04:00:00+00,Saturday,4,Blue Line,145884,36471,616
2025/04/01 04:00:00+00,Saturday,4,Orange Line,361289,90322,617
2025/04/01 04:00:00+00,Saturday,4,Red Line,392089,98022,618
2025/04/01 04:00:00+00,Saturday,4,Heavy Rail,899262,224816,619
2025/04/01 04:00:00+00,Saturday,4,Green Line,505317,126329,620
2025/04/01 04:00:00+00,Saturday,4,Mattapan Line,6,2,621
2025/04/01 04:00:00+00,Saturday,4,Light Rail,505323,126331,622
2025/04/01 04:00:00+00,Saturday,4,Silver Line,82657,20664,623
2025/04/01 04:00:00+00,Saturday,4,Bus,625605,156401,624
2025/04/01 04:00:00+00,Saturday,4,All Bus,708262,177066,625
2025/04/01 04:00:00+00,Saturday,4,Commuter Rail,142285,35571,626
2025/04/01 04:00:00+00,Saturday,4,Ferry,2766,692,627
2025/04/01 04:00:00+00,Saturday,4,The RIDE,8352,2088,628
2025/04/01 04:00:00+00,Sunday,4,Blue Line,114310,28578,629
2025/04/01 04:00:00+00,Sunday,4,Orange Line,267408,66852,630
2025/04/01 04:00:00+00,Sunday,4,Red Line,284058,71014,631
2025/04/01 04:00:00+00,Sunday,4,Heavy Rail,665776,166444,632
2025/04/01 04:00:00+00,Sunday,4,Green Line,384973,96243,633
2025/04/01 04:00:00+00,Sunday,4,Mattapan Line,1,0,634
2025/04/01 04:00:00+00,Sunday,4,Light Rail,384975,96244,635
2025/04/01 04:00:00+00,Sunday,4,Silver Line,69789,17447,636
2025/04/01 04:00:00+00,Sunday,4,Bus,435702,108926,637
2025/04/01 04:00:00+00,Sunday,4,All Bus,505491,126373,638
2025/04/01 04:00:00+00,Sunday,4,Commuter Rail,127647,31912,639
2025/04/01 04:00:00+00,Sunday,4,Ferry,1932,483,640
2025/04/01 04:00:00+00,Sunday,4,The RIDE,8148,2037,641
2025/04/01 04:00:00+00,Total,30,Blue Line,1357970,45266,642
2025/04/01 04:00:00+00,Total,30,Orange Line,3556612,118554,643
2025/04/01 04:00:00+00,Total,30,Red Line,3687450,122915,644
2025/04/01 04:00:00+00,Total,30,Heavy Rail,8602032,286734,645
2025/04/01 04:00:00+00,Total,30,Green Line,4032754,134425,646
2025/04/01 04:00:00+00,Total,30,Mattapan Line,89,3,647
2025/04/01 04:00:00+00,Total,30,Light Rail,4032843,134428,648
2025/04/01 04:00:00+00,Total,30,Silver Line,822270,27409,649
2025/04/01 04:00:00+00,Total,30,Bus,7152109,238404,650
2025/09/01 04:00:00+00,Total,30,Silver Line,851342,28378,651
2025/09/01 04:00:00+00,Total,30,Bus,7406545,246885,652
2025/09/01 04:00:00+00,Total,30,All Bus,8257887,275263,653
2025/09/01 04:00:00+00,Total,30,Commuter Rail,2433393,81113,654
2025/09/01 04:00:00+00,Total,30,Ferry,160148,5338,655
2025/09/01 04:00:00+00,Total,30,The RIDE,103265,3442,656
2025/08/01 04:00:00+00,Weekday,21,Blue Line,1005595,47885,657
2025/08/01 04:00:00+00,Weekday,21,Orange Line,2662369,126779,658
2025/08/01 04:00:00+00,Weekday,21,Red Line,3021821,143896,659
2025/08/01 04:00:00+00,Weekday,21,Heavy Rail,6689785,318561,660
2025/08/01 04:00:00+00,Weekday,21,Green Line,2573175,122532,661
2025/08/01 04:00:00+00,Weekday,21,Mattapan Line,58250,2774,662
2025/08/01 04:00:00+00,Weekday,21,Light Rail,2631425,125306,663
2025/08/01 04:00:00+00,Weekday,21,Silver Line,662230,31535,664
2025/08/01 04:00:00+00,Weekday,21,Bus,5385739,256464,665
2025/08/01 04:00:00+00,Weekday,21,All Bus,6047969,287999,666
2025/08/01 04:00:00+00,Weekday,21,Commuter Rail,2061687,98176,667
2025/08/01 04:00:00+00,Weekday,21,Ferry,145033,6906,668
2025/08/01 04:00:00+00,Weekday,21,The RIDE,82803,3943,669
2025/08/01 04:00:00+00,Saturday,5,Blue Line,181009,36202,670
2025/08/01 04:00:00+00,Saturday,5,Orange Line,315531,63106,671
2025/08/01 04:00:00+00,Saturday,5,Red Line,499778,99956,672
2025/08/01 04:00:00+00,Saturday,5,Heavy Rail,996317,199263,673
2025/08/01 04:00:00+00,Saturday,5,Green Line,516579,103316,674
2025/08/01 04:00:00+00,Saturday,5,Mattapan Line,8725,1745,675
2025/08/01 04:00:00+00,Saturday,5,Light Rail,525305,105061,676
2025/08/01 04:00:00+00,Saturday,5,Silver Line,117596,23519,677
2025/08/01 04:00:00+00,Saturday,5,Bus,824982,164996,678
2025/08/01 04:00:00+00,Saturday,5,All Bus,942578,188516,679
2025/08/01 04:00:00+00,Saturday,5,Commuter Rail,176342,35268,680
2025/08/01 04:00:00+00,Saturday,5,Ferry,34126,6825,681
2025/08/01 04:00:00+00,Saturday,5,The RIDE,10790,2158,682
2025/08/01 04:00:00+00,Sunday,5,Blue Line,144170,28834,683
2025/08/01 04:00:00+00,Sunday,5,Orange Line,245579,49116,684
2025/08/01 04:00:00+00,Sunday,5,Red Line,399218,79844,685
2025/08/01 04:00:00+00,Sunday,5,Heavy Rail,788967,157793,686
2025/08/01 04:00:00+00,Sunday,5,Green Line,418284,83657,687
2025/08/01 04:00:00+00,Sunday,5,Mattapan Line,6721,1344,688
2025/08/01 04:00:00+00,Sunday,5,Light Rail,425005,85001,689
2025/08/01 04:00:00+00,Sunday,5,Silver Line,106814,21363,690
2025/08/01 04:00:00+00,Sunday,5,Bus,600251,120050,691
2025/08/01 04:00:00+00,Sunday,5,All Bus,707065,141413,692
2025/08/01 04:00:00+00,Sunday,5,Commuter Rail,168189,33638,693
2025/08/01 04:00:00+00,Sunday,5,Ferry,26773,5355,694
2025/08/01 04:00:00+00,Sunday,5,The RIDE,9760,1952,695
2025/08/01 04:00:00+00,Total,31,Blue Line,1330773,42928,696
2025/08/01 04:00:00+00,Total,31,Orange Line,3223479,103983,697
2025/08/01 04:00:00+00,Total,31,Red Line,3920817,126478,698
2025/08/01 04:00:00+00,Total,31,Heavy Rail,8475070,273389,699
2025/08/01 04:00:00+00,Total,31,Green Line,3508039,113163,700
2025/03/01 05:00:00+00,Total,31,Silver Line,801033,25840,701
2025/03/01 05:00:00+00,Total,31,Bus,7048038,227356,702
2025/03/01 05:00:00+00,Total,31,All Bus,7849071,253196,703
2025/03/01 05:00:00+00,Total,31,Commuter Rail,2430273,78396,704
2025/03/01 05:00:00+00,Total,31,Ferry,83125,2681,705
2025/03/01 05:00:00+00,Total,31,The RIDE,107192,3458,706
2025/02/01 05:00:00+00,Weekday,19,Blue Line,902833,47518,707
2025/02/01 05:00:00+00,Weekday,19,Orange Line,2394125,126007,708
2025/02/01 05:00:00+00,Weekday,19,Red Line,2625044,138160,709
2025/02/01 05:00:00+00,Weekday,19,Heavy Rail,5922001,311684,710
2025/02/01 05:00:00+00,Weekday,19,Green Line,2525849,132939,711
2025/02/01 05:00:00+00,Weekday,19,Mattapan Line,51196,2695,712
2025/02/01 05:00:00+00,Weekday,19,Light Rail,2577045,135634,713
2025/02/01 05:00:00+00,Weekday,19,Silver Line,576016,30317,714
2025/02/01 05:00:00+00,Weekday,19,Bus,5285894,278205,715
2025/02/01 05:00:00+00,Weekday,19,All Bus,5861910,308522,716
2025/02/01 05:00:00+00,Weekday,19,Commuter Rail,1861409,97969,717
2025/02/01 05:00:00+00,Weekday,19,Ferry,62403,3284,718
2025/02/01 05:00:00+00,Weekday,20,The RIDE,77200,3860,719
2025/02/01 05:00:00+00,Saturday,5,Blue Line,159563,31913,720
2025/02/01 05:00:00+00,Saturday,5,Orange Line,360341,72068,721
2025/02/01 05:00:00+00,Saturday,5,Red Line,403671,80734,722
2025/02/01 05:00:00+00,Saturday,5,Heavy Rail,923576,184715,723
2025/02/01 05:00:00+00,Saturday,5,Green Line,463136,92627,724
2025/02/01 05:00:00+00,Saturday,5,Mattapan Line,7261,1452,725
2025/02/01 05:00:00+00,Saturday,5,Light Rail,470397,94079,726
2025/02/01 05:00:00+00,Saturday,5,Silver Line,95056,19011,727
2025/02/01 05:00:00+00,Saturday,5,Bus,772617,154523,728
2025/02/01 05:00:00+00,Saturday,5,All Bus,867673,173535,729
2025/02/01 05:00:00+00,Saturday,4,Commuter Rail,125712,31428,730
2025/02/01 05:00:00+00,Saturday,4,Ferry,811,203,731
2025/02/01 05:00:00+00,Saturday,4,The RIDE,7768,1942,732
2025/02/01 05:00:00+00,Sunday,4,Blue Line,89038,22260,733
2025/02/01 05:00:00+00,Sunday,4,Orange Line,196729,49182,734
2025/02/01 05:00:00+00,Sunday,4,Red Line,225325,56331,735
2025/02/01 05:00:00+00,Sunday,4,Heavy Rail,511093,127773,736
2025/02/01 05:00:00+00,Sunday,4,Green Line,245149,61287,737
2025/02/01 05:00:00+00,Sunday,4,Mattapan Line,3703,926,738
2025/02/01 05:00:00+00,Sunday,4,Light Rail,248852,62213,739
2025/02/01 05:00:00+00,Sunday,4,Silver Line,64224,16056,740
2025/02/01 05:00:00+00,Sunday,4,Bus,407191,101798,741
2025/02/01 05:00:00+00,Sunday,4,All Bus,471415,117854,742
2025/02/01 05:00:00+00,Sunday,4,Commuter Rail,101325,25331,743
2025/02/01 05:00:00+00,Sunday,4,Ferry,442,110,744
2025/02/01 05:00:00+00,Sunday,4,The RIDE,5044,1261,745
2025/02/01 05:00:00+00,Total,28,Blue Line,1151434,41123,746
2025/02/01 05:00:00+00,Total,28,Orange Line,2951196,105400,747
