month_of_service,daytype,daycount,route_or_line,ridership_total,ridership_average,ObjectId
2020/03/01 05:00:00+00,Sunday,5,Bus,392645,78529,3882
2020/05/01 04:00:00+00,Sunday,5,Red Line,71224,14245,3883
2020/02/01 05:00:00+00,Sunday,4,All Bus,514531,128633,3884
2020/01/01 05:00:00+00,Sunday,4,Heavy Rail,575833,143958,3885
2020/04/01 04:00:00+00,Sunday,4,Bus,166842,41710,3886
2020/03/01 05:00:00+00,Sunday,5,All Bus,454570,90914,3887
2020/05/01 04:00:00+00,Sunday,5,Heavy Rail,148390,29678,3888
2020/02/01 05:00:00+00,Sunday,4,Commuter Rail,46292,11573,3889
2020/01/01 05:00:00+00,Sunday,4,Green Line,262699,65675,3890
2020/04/01 04:00:00+00,Sunday,4,All Bus,191977,47994,3891
2020/03/01 05:00:00+00,Sunday,5,Commuter Rail,24824,4965,3892
2020/05/01 04:00:00+00,Sunday,5,Green Line,33191,6638,3893
2020/02/01 05:00:00+00,Sunday,4,The RIDE,10739,2685,3894
2020/01/01 05:00:00+00,Sunday,4,Light Rail,262699,65675,3895
2020/04/01 04:00:00+00,Sunday,4,Commuter Rail,926,232,3896
2020/03/01 05:00:00+00,Sunday,5,The RIDE,7097,1419,3897
2020/05/01 04:00:00+00,Sunday,5,Light Rail,33191,6638,3898
2020/02/01 05:00:00+00,Total,29,Blue Line,1607164,55419,3899
2020/01/01 05:00:00+00,Sunday,4,Silver Line,72457,18114,3900
2020/04/01 04:00:00+00,Sunday,4,The RIDE,1523,381,3901
2020/03/01 05:00:00+00,Total,31,Blue Line,990544,31953,3902
2020/05/01 04:00:00+00,Sunday,5,Silver Line,35334,7067,3903
2020/02/01 05:00:00+00,Total,29,Orange Line,4558025,157173,3904
2020/01/01 05:00:00+00,Sunday,4,Bus,448113,112028,3905
2020/04/01 04:00:00+00,Total,30,Blue Line,204396,6813,3906
2020/03/01 05:00:00+00,Total,31,Orange Line,2614438,84337,3907
2020/05/01 04:00:00+00,Sunday,5,Bus,265812,53162,3908
2020/02/01 05:00:00+00,Total,29,Red Line,5777034,199208,3909
2020/01/01 05:00:00+00,Sunday,4,All Bus,520570,130142,3910
2020/04/01 04:00:00+00,Total,30,Orange Line,463825,15461,3911
2020/04/01 04:00:00+00,Total,30,Red Line,529103,17637,3912
2020/04/01 04:00:00+00,Total,30,Heavy Rail,1197325,39911,3913
2020/04/01 04:00:00+00,Total,30,Green Line,232847,7762,3914
2020/04/01 04:00:00+00,Total,30,Light Rail,232847,7762,3915
2020/04/01 04:00:00+00,Total,30,Silver Line,224480,7483,3916
2020/04/01 04:00:00+00,Total,30,Bus,2115394,70513,3917
2020/04/01 04:00:00+00,Total,30,Private Bus,15749,525,3918
2020/04/01 04:00:00+00,Total,30,All Bus,2355622,78521,3919
2020/04/01 04:00:00+00,Total,30,Commuter Rail,55013,1834,3920
2020/04/01 04:00:00+00,Total,30,The RIDE,26954,898,3921
2020/03/01 05:00:00+00,Weekday,22,Blue Line,823532,37433,3922
2020/03/01 05:00:00+00,Weekday,22,Orange Line,2249698,102259,3923
2020/03/01 05:00:00+00,Weekday,22,Red Line,2676225,121647,3924
2020/03/01 05:00:00+00,Weekday,22,Heavy Rail,5749456,261339,3925
2020/03/01 05:00:00+00,Weekday,22,Green Line,1715174,77962,3926
2020/03/01 05:00:00+00,Weekday,22,Light Rail,1715174,77962,3927
2020/03/01 05:00:00+00,Weekday,22,Silver Line,479125,21778,3928
2020/05/01 04:00:00+00,Sunday,5,All Bus,301146,60229,3929
2020/05/01 04:00:00+00,Sunday,5,Commuter Rail,3430,686,3930
2020/02/01 05:00:00+00,Total,29,Heavy Rail,11942222,411801,3931
2020/05/01 04:00:00+00,Sunday,5,The RIDE,2807,561,3932
2020/01/01 05:00:00+00,Sunday,4,Commuter Rail,47496,11874,3933
2020/03/01 05:00:00+00,Total,31,Red Line,3081763,99412,3934
2020/02/01 05:00:00+00,Total,29,Green Line,4111130,141763,3935
2020/05/01 04:00:00+00,Total,31,Blue Line,161186,5200,3936
2020/01/01 05:00:00+00,Sunday,4,The RIDE,9821,2455,3937
2020/03/01 05:00:00+00,Total,31,Heavy Rail,6686746,215701,3938
2020/02/01 05:00:00+00,Total,29,Light Rail,4111130,141763,3939
2020/05/01 04:00:00+00,Total,31,Orange Line,548013,17678,3940
2020/01/01 05:00:00+00,Total,31,Blue Line,1761812,56833,3941
2020/03/01 05:00:00+00,Total,31,Green Line,2035024,65646,3942
2020/02/01 05:00:00+00,Total,29,Silver Line,901915,31101,3943
2020/05/01 04:00:00+00,Total,31,Red Line,635404,20497,3944
2020/01/01 05:00:00+00,Total,31,Orange Line,5041751,162637,3945
2020/03/01 05:00:00+00,Total,31,Light Rail,2035024,65646,3946
2020/02/01 05:00:00+00,Total,29,Bus,8008280,276148,3947
2020/05/01 04:00:00+00,Total,31,Heavy Rail,1344603,43374,3948
2020/01/01 05:00:00+00,Total,31,Red Line,6286266,202783,3949
2020/03/01 05:00:00+00,Total,31,Silver Line,592061,19099,3950
2020/02/01 05:00:00+00,Total,29,Trackless Trolley,227285,7837,3951
2020/05/01 04:00:00+00,Total,31,Green Line,292649,9440,3952
2020/01/01 05:00:00+00,Total,31,Heavy Rail,13089829,422253,3953
2020/03/01 05:00:00+00,Total,31,Bus,5391097,173906,3954
2020/02/01 05:00:00+00,Total,29,Private Bus,107717,3714,3955
2020/05/01 04:00:00+00,Total,31,Light Rail,292649,9440,3956
2020/01/01 05:00:00+00,Total,31,Green Line,4380768,141315,3957
2020/03/01 05:00:00+00,Total,31,Trackless Trolley,112941,3643,3958
2020/02/01 05:00:00+00,Total,29,All Bus,9245197,318800,3959
2020/05/01 04:00:00+00,Total,31,Silver Line,268072,8647,3960
2020/01/01 05:00:00+00,Total,31,Light Rail,4380768,141315,3961
2020/03/01 05:00:00+00,Total,31,Private Bus,49084,1583,3962
2020/02/01 05:00:00+00,Total,29,Commuter Rail,2415976,83310,3963
2020/05/01 04:00:00+00,Total,31,Bus,2597139,83779,3964
2020/01/01 05:00:00+00,Total,31,Silver Line,973248,31395,3965
2020/03/01 05:00:00+00,Total,31,All Bus,6145183,198232,3966
2020/02/01 05:00:00+00,Total,29,Ferry,140662,4850,3967
2020/05/01 04:00:00+00,Total,31,Private Bus,19666,634,3968
2020/01/01 05:00:00+00,Total,31,Bus,8493962,273999,3969
2020/03/01 05:00:00+00,Total,31,Commuter Rail,1047559,33792,3970
2020/02/01 05:00:00+00,Total,29,The RIDE,98059,3381,3971
2020/05/01 04:00:00+00,Total,31,All Bus,2884876,93061,3972
2020/01/01 05:00:00+00,Total,31,Trackless Trolley,226895,7319,3973
2020/03/01 05:00:00+00,Total,31,Ferry,86936,2804,3974
2020/01/01 05:00:00+00,Weekday,21,Blue Line,1397179,66532,3975
2020/05/01 04:00:00+00,Total,31,Commuter Rail,62083,2003,3976
2020/01/01 05:00:00+00,Total,31,Private Bus,96904,3126,3977
2020/03/01 05:00:00+00,Total,31,The RIDE,67365,2173,3978
2020/01/01 05:00:00+00,Weekday,21,Orange Line,4321821,205801,3979
2020/05/01 04:00:00+00,Total,31,The RIDE,35627,1149,3980
2020/01/01 05:00:00+00,Total,31,All Bus,9791008,315839,3981
2020/02/01 05:00:00+00,Weekday,19,Blue Line,1277354,67229,3982
2020/01/01 05:00:00+00,Weekday,21,Red Line,5260299,250490,3983
2020/04/01 04:00:00+00,Weekday,22,Blue Line,167665,7621,3984
2020/01/01 05:00:00+00,Total,31,Commuter Rail,2751882,88770,3985
2020/02/01 05:00:00+00,Weekday,19,Orange Line,3954096,208110,3986
2020/01/01 05:00:00+00,Weekday,21,Heavy Rail,10979299,522824,3987
2020/04/01 04:00:00+00,Weekday,22,Orange Line,383582,17436,3988
2020/01/01 05:00:00+00,Total,31,Ferry,149484,4822,3989
2020/02/01 05:00:00+00,Weekday,19,Red Line,4848407,255179,3990
2020/01/01 05:00:00+00,Weekday,21,Green Line,3473442,165402,3991
2020/04/01 04:00:00+00,Weekday,22,Red Line,434375,19744,3992
2020/01/01 05:00:00+00,Total,31,The RIDE,113900,3674,3993
2020/02/01 05:00:00+00,Weekday,19,Heavy Rail,10079857,530519,3994
2019/12/01 05:00:00+00,Weekday,21,Blue Line,1310945,62426,3995
2020/02/01 05:00:00+00,Weekday,19,Green Line,3260192,171589,3996
2019/12/01 05:00:00+00,Weekday,21,Orange Line,3895916,185520,3997
2020/02/01 05:00:00+00,Weekday,19,Light Rail,3260192,171589,3998
2019/12/01 05:00:00+00,Weekday,21,Red Line,4735624,225506,3999
2019/12/01 05:00:00+00,Weekday,21,Heavy Rail,9942485,473452,4000
2019/09/01 04:00:00+00,Weekday,20,Orange Line,4505587,225279,4001
2019/09/01 04:00:00+00,Weekday,20,Red Line,5485803,274290,4002
2019/09/01 04:00:00+00,Weekday,20,Heavy Rail,11512557,575628,4003
2019/11/01 04:00:00+00,Weekday,20,Heavy Rail,10680895,534045,4004
2019/06/01 04:00:00+00,Total,30,Commuter Rail,2465906,82197,4005
2019/09/01 04:00:00+00,Weekday,20,Green Line,3869417,193471,4006
2019/09/01 04:00:00+00,Weekday,20,Light Rail,3869417,193471,4007
2019/09/01 04:00:00+00,Weekday,20,Silver Line,738886,36944,4008
2019/09/01 04:00:00+00,Weekday,20,Bus,7253134,362657,4009
2019/09/01 04:00:00+00,Weekday,20,Trackless Trolley,226294,11315,4010
2019/09/01 04:00:00+00,Weekday,20,Private Bus,62320,3116,4011
2019/09/01 04:00:00+00,Weekday,20,All Bus,8280634,414032,4012
2019/09/01 04:00:00+00,Weekday,20,Commuter Rail,2386500,119325,4013
2019/09/01 04:00:00+00,Weekday,20,Ferry,135280,6764,4014
2019/09/01 04:00:00+00,Weekday,20,The RIDE,117000,5850,4015
2019/09/01 04:00:00+00,Saturday,4,Blue Line,184724,46181,4016
2019/09/01 04:00:00+00,Saturday,4,Orange Line,411353,102838,4017
2019/09/01 04:00:00+00,Saturday,4,Red Line,548736,137184,4018
2019/09/01 04:00:00+00,Saturday,4,Heavy Rail,1144813,286203,4019
2019/09/01 04:00:00+00,Saturday,4,Green Line,492638,123160,4020
2019/09/01 04:00:00+00,Saturday,4,Light Rail,492638,123160,4021
2019/09/01 04:00:00+00,Saturday,4,Silver Line,85058,21264,4022
2019/09/01 04:00:00+00,Saturday,4,Bus,730792,182698,4023
2019/09/01 04:00:00+00,Saturday,4,Trackless Trolley,23154,5788,4024
2019/09/01 04:00:00+00,Saturday,4,All Bus,839005,209751,4025
2019/09/01 04:00:00+00,Saturday,4,Commuter Rail,66024,16506,4026
2019/09/01 04:00:00+00,Saturday,4,The RIDE,11544,2886,4027
2019/09/01 04:00:00+00,Sunday,5,Blue Line,180530,36106,4028
2019/09/01 04:00:00+00,Sunday,5,Orange Line,379862,75972,4029
2019/09/01 04:00:00+00,Sunday,5,Red Line,520834,104167,4030
2019/09/01 04:00:00+00,Sunday,5,Heavy Rail,1081226,216245,4031
2019/09/01 04:00:00+00,Sunday,5,Green Line,460581,92116,4032
2019/09/01 04:00:00+00,Sunday,5,Light Rail,460581,92116,4033
2019/09/01 04:00:00+00,Sunday,5,Silver Line,89845,17969,4034
2019/09/01 04:00:00+00,Sunday,5,Bus,615343,123069,4035
2019/09/01 04:00:00+00,Sunday,5,All Bus,705188,141038,4036
2019/09/01 04:00:00+00,Sunday,5,Commuter Rail,59505,11901,4037
2019/09/01 04:00:00+00,Sunday,5,The RIDE,14133,2827,4038
2019/09/01 04:00:00+00,Total,30,Blue Line,1919750,63992,4039
2019/09/01 04:00:00+00,Total,30,Orange Line,5371381,179046,4040
2019/09/01 04:00:00+00,Total,30,Red Line,6639955,221332,4041
2019/09/01 04:00:00+00,Total,30,Heavy Rail,13931085,464370,4042
2019/09/01 04:00:00+00,Total,30,Green Line,4903676,163456,4043
2019/09/01 04:00:00+00,Total,30,Light Rail,4903676,163456,4044
2019/09/01 04:00:00+00,Total,30,Silver Line,933957,31132,4045
2019/09/01 04:00:00+00,Total,30,Bus,8720168,290672,4046
2019/09/01 04:00:00+00,Total,30,Trackless Trolley,249448,8315,4047
2019/09/01 04:00:00+00,Total,30,Private Bus,78625,2621,4048
2019/09/01 04:00:00+00,Total,30,All Bus,9982198,332740,4049
2019/09/01 04:00:00+00,Total,30,Commuter Rail,2553903,85130,4050
2019/09/01 04:00:00+00,Total,30,Ferry,148822,4961,4051
2019/09/01 04:00:00+00,Total,30,The RIDE,158647,5288,4052
2019/08/01 04:00:00+00,Weekday,22,Blue Line,1569038,71320,4053
2019/05/01 04:00:00+00,Total,31,All Bus,10287088,331842,4054
2019/10/01 04:00:00+00,Weekday,23,Red Line,6281604,273113,4055
2019/08/01 04:00:00+00,Total,31,The RIDE,202987,6548,4056
2019/07/01 04:00:00+00,Total,31,Ferry,150474,4854,4057
2019/06/01 04:00:00+00,Total,30,Ferry,167104,5570,4058
2019/07/01 04:00:00+00,Weekday,22,Blue Line,1595001,72500,4059
2019/08/01 04:00:00+00,Weekday,22,Orange Line,4423578,201072,4060
2019/11/01 04:00:00+00,Weekday,20,Green Line,3510859,175543,4061
2019/05/01 04:00:00+00,Total,31,Commuter Rail,2702198,87168,4062
2019/10/01 04:00:00+00,Weekday,23,Heavy Rail,12994314,564970,4063
2019/06/01 04:00:00+00,Total,30,The RIDE,150073,5002,4064
2019/07/01 04:00:00+00,Weekday,22,Orange Line,4532500,206023,4065
2019/08/01 04:00:00+00,Weekday,22,Red Line,5451750,247807,4066
2019/11/01 04:00:00+00,Weekday,20,Light Rail,3510859,175543,4067
2019/05/01 04:00:00+00,Total,31,Ferry,139499,4500,4068
2019/07/01 04:00:00+00,Total,31,The RIDE,200568,6470,4069
2019/10/01 04:00:00+00,Weekday,23,Green Line,4263843,185384,4070
2019/05/01 04:00:00+00,Weekday,23,Blue Line,1510954,65694,4071
2019/07/01 04:00:00+00,Weekday,22,Red Line,5580380,253654,4072
2019/08/01 04:00:00+00,Weekday,22,Heavy Rail,11444367,520198,4073
2019/11/01 04:00:00+00,Weekday,20,Silver Line,829138,41457,4074
2019/05/01 04:00:00+00,Total,31,The RIDE,162453,5240,4075
2019/06/01 04:00:00+00,Weekday,20,Blue Line,1423295,71165,4076
2019/10/01 04:00:00+00,Weekday,23,Light Rail,4263843,185384,4077
2019/05/01 04:00:00+00,Weekday,23,Orange Line,4528760,196903,4078
2019/07/01 04:00:00+00,Weekday,22,Heavy Rail,11707881,532176,4079
2019/08/01 04:00:00+00,Weekday,22,Green Line,3794895,172495,4080
2019/11/01 04:00:00+00,Weekday,20,Bus,6872558,343628,4081
2019/04/01 04:00:00+00,Weekday,22,Blue Line,1474893,67041,4082
2019/06/01 04:00:00+00,Weekday,20,Orange Line,4135346,206767,4083
2019/10/01 04:00:00+00,Weekday,23,Silver Line,894937,38910,4084
2019/05/01 04:00:00+00,Weekday,23,Red Line,5681868,247038,4085
2019/07/01 04:00:00+00,Weekday,22,Green Line,3965521,180251,4086
2019/08/01 04:00:00+00,Weekday,22,Light Rail,3794895,172495,4087
2019/11/01 04:00:00+00,Weekday,20,Trackless Trolley,202936,10147,4088
2019/04/01 04:00:00+00,Weekday,22,Orange Line,4492855,204221,4089
2019/06/01 04:00:00+00,Weekday,20,Red Line,4996532,249827,4090
2019/10/01 04:00:00+00,Weekday,23,Bus,8285653,360246,4091
2019/05/01 04:00:00+00,Weekday,23,Heavy Rail,11721582,509634,4092
2019/07/01 04:00:00+00,Weekday,22,Light Rail,3965521,180251,4093
2019/08/01 04:00:00+00,Weekday,22,Silver Line,823813,37446,4094
2019/11/01 04:00:00+00,Weekday,20,Private Bus,66260,3313,4095
2019/04/01 04:00:00+00,Weekday,22,Red Line,5637800,256264,4096
2019/06/01 04:00:00+00,Weekday,20,Heavy Rail,10555173,527759,4097
2019/10/01 04:00:00+00,Weekday,23,Trackless Trolley,243147,10572,4098
2019/05/01 04:00:00+00,Weekday,23,Green Line,3960256,172185,4099
2019/07/01 04:00:00+00,Weekday,22,Silver Line,825192,37509,4100
2019/08/01 04:00:00+00,Weekday,22,Bus,7114857,323403,4101
2019/11/01 04:00:00+00,Weekday,20,All Bus,7970892,398545,4102
2019/04/01 04:00:00+00,Weekday,22,Heavy Rail,11605549,527525,4103
2019/06/01 04:00:00+00,Weekday,20,Green Line,3661246,183062,4104
2019/10/01 04:00:00+00,Weekday,23,Private Bus,76475,3325,4105
2019/10/01 04:00:00+00,Weekday,23,All Bus,9500212,413053,4106
2019/10/01 04:00:00+00,Weekday,23,Commuter Rail,2799238,121706,4107
2019/10/01 04:00:00+00,Weekday,23,Ferry,136022,5914,4108
2019/10/01 04:00:00+00,Weekday,23,The RIDE,137172,5964,4109
2019/10/01 04:00:00+00,Saturday,4,Blue Line,161326,40332,4110
2019/10/01 04:00:00+00,Saturday,4,Orange Line,138143,34536,4111
2019/10/01 04:00:00+00,Saturday,4,Red Line,512123,128031,4112
2019/10/01 04:00:00+00,Saturday,4,Heavy Rail,811592,202898,4113
2019/10/01 04:00:00+00,Saturday,4,Green Line,410495,102624,4114
2019/10/01 04:00:00+00,Saturday,4,Light Rail,410495,102624,4115
2019/10/01 04:00:00+00,Saturday,4,Silver Line,97577,24394,4116
2019/10/01 04:00:00+00,Saturday,4,Bus,728481,182120,4117
2019/10/01 04:00:00+00,Saturday,4,Trackless Trolley,22802,5700,4118
2019/10/01 04:00:00+00,Saturday,4,All Bus,848860,212215,4119
2019/10/01 04:00:00+00,Saturday,4,Commuter Rail,65368,16342,4120
2019/10/01 04:00:00+00,Saturday,4,The RIDE,11648,2912,4121
2019/10/01 04:00:00+00,Sunday,4,Blue Line,117471,29368,4122
2019/10/01 04:00:00+00,Sunday,4,Orange Line,98647,24662,4123
2019/10/01 04:00:00+00,Sunday,4,Red Line,370651,92663,4124
2019/10/01 04:00:00+00,Sunday,4,Heavy Rail,586769,146692,4125
2019/10/01 04:00:00+00,Sunday,4,Green Line,293863,73466,4126
2019/10/01 04:00:00+00,Sunday,4,Light Rail,293863,73466,4127
2019/10/01 04:00:00+00,Sunday,4,Silver Line,79424,19856,4128
2019/10/01 04:00:00+00,Sunday,4,Bus,464601,116150,4129
2019/10/01 04:00:00+00,Sunday,4,All Bus,544026,136006,4130
2019/10/01 04:00:00+00,Sunday,4,Commuter Rail,46888,11722,4131
2019/10/01 04:00:00+00,Sunday,4,The RIDE,10951,2738,4132
2019/10/01 04:00:00+00,Total,31,Blue Line,1970127,63552,4133
2019/10/01 04:00:00+00,Total,31,Orange Line,5258169,169618,4134
2019/10/01 04:00:00+00,Total,31,Red Line,7164378,231109,4135
2019/10/01 04:00:00+00,Total,31,Heavy Rail,14392675,464280,4136
2019/10/01 04:00:00+00,Total,31,Green Line,4968201,160265,4137
2019/10/01 04:00:00+00,Total,31,Light Rail,4968201,160265,4138
2019/10/01 04:00:00+00,Total,31,Silver Line,1071939,34579,4139
2019/10/01 04:00:00+00,Total,31,Bus,9478735,305766,4140
2019/10/01 04:00:00+00,Total,31,Trackless Trolley,265948,8579,4141
2019/10/01 04:00:00+00,Total,31,Private Bus,86862,2802,4142
2019/10/01 04:00:00+00,Total,31,All Bus,10903484,351725,4143
2019/10/01 04:00:00+00,Total,31,Commuter Rail,2911497,93919,4144
2019/10/01 04:00:00+00,Total,31,Ferry,160480,5177,4145
2019/10/01 04:00:00+00,Total,31,The RIDE,146004,4710,4146
2019/09/01 04:00:00+00,Weekday,20,Blue Line,1521166,76058,4147
2019/05/01 04:00:00+00,Weekday,23,Light Rail,3960256,172185,4148
2019/11/01 04:00:00+00,Weekday,20,Commuter Rail,2447860,122393,4149
2019/08/01 04:00:00+00,Weekday,22,Trackless Trolley,223833,10174,4150
2019/07/01 04:00:00+00,Weekday,22,Bus,7204590,327481,4151
2019/06/01 04:00:00+00,Weekday,20,Light Rail,3661246,183062,4152
2019/05/01 04:00:00+00,Weekday,23,Silver Line,850391,36974,4153
2019/11/01 04:00:00+00,Weekday,20,Ferry,105200,5260,4154
2019/04/01 04:00:00+00,Weekday,22,Green Line,4158917,189042,4155
2019/08/01 04:00:00+00,Weekday,22,Private Bus,71610,3255,4156
2019/07/01 04:00:00+00,Weekday,22,Trackless Trolley,236254,10739,4157
2019/06/01 04:00:00+00,Weekday,20,Silver Line,765614,38281,4158
2019/05/01 04:00:00+00,Weekday,23,Bus,7635732,331988,4159
2019/11/01 04:00:00+00,Weekday,20,The RIDE,115260,5763,4160
2019/04/01 04:00:00+00,Weekday,22,Light Rail,4158917,189042,4161
2019/08/01 04:00:00+00,Weekday,22,All Bus,8234113,374278,4162
2019/07/01 04:00:00+00,Weekday,22,Private Bus,73744,3352,4163
2019/06/01 04:00:00+00,Weekday,20,Bus,6752289,337614,4164
2019/05/01 04:00:00+00,Weekday,23,Trackless Trolley,249078,10829,4165
2019/11/01 04:00:00+00,Saturday,5,Blue Line,192893,38579,4166
2019/04/01 04:00:00+00,Weekday,22,Silver Line,823061,37412,4167
2019/08/01 04:00:00+00,Weekday,22,Commuter Rail,2655004,120682,4168
2019/07/01 04:00:00+00,Weekday,22,All Bus,8339781,379081,4169
2019/06/01 04:00:00+00,Weekday,20,Trackless Trolley,217986,10899,4170
2019/05/01 04:00:00+00,Weekday,23,Private Bus,76015,3305,4171
2019/11/01 04:00:00+00,Saturday,5,Orange Line,322772,64554,4172
2019/04/01 04:00:00+00,Weekday,22,Bus,7481108,340050,4173
2019/08/01 04:00:00+00,Weekday,22,Ferry,123200,5600,4174
2019/07/01 04:00:00+00,Weekday,22,Commuter Rail,2625150,119325,4175
2019/06/01 04:00:00+00,Weekday,20,Private Bus,66540,3327,4176
2019/05/01 04:00:00+00,Weekday,23,All Bus,8811215,383096,4177
2019/11/01 04:00:00+00,Saturday,5,Red Line,421899,84380,4178
2019/04/01 04:00:00+00,Weekday,22,Trackless Trolley,234669,10667,4179
2019/08/01 04:00:00+00,Weekday,22,The RIDE,125884,5722,4180
2019/07/01 04:00:00+00,Weekday,22,Ferry,121000,5500,4181
2019/06/01 04:00:00+00,Weekday,20,All Bus,7802430,390122,4182
2019/05/01 04:00:00+00,Weekday,23,Commuter Rail,2777871,120777,4183
2019/11/01 04:00:00+00,Saturday,5,Heavy Rail,937564,187513,4184
2019/04/01 04:00:00+00,Weekday,22,Private Bus,70774,3217,4185
2019/08/01 04:00:00+00,Saturday,5,Blue Line,227234,45447,4186
2019/07/01 04:00:00+00,Weekday,22,The RIDE,123486,5613,4187
2019/06/01 04:00:00+00,Weekday,20,Commuter Rail,2394520,119726,4188
2019/05/01 04:00:00+00,Weekday,23,Ferry,129168,5616,4189
2019/11/01 04:00:00+00,Saturday,5,Green Line,475390,95078,4190
2019/04/01 04:00:00+00,Weekday,22,All Bus,8609612,391346,4191
2019/08/01 04:00:00+00,Saturday,5,Orange Line,496504,99301,4192
2019/07/01 04:00:00+00,Saturday,4,Blue Line,194219,48555,4193
2019/06/01 04:00:00+00,Weekday,20,Ferry,141620,7081,4194
2019/05/01 04:00:00+00,Weekday,23,The RIDE,138460,6020,4195
2019/11/01 04:00:00+00,Saturday,5,Light Rail,475390,95078,4196
2019/04/01 04:00:00+00,Weekday,22,Commuter Rail,2655972,120726,4197
2019/08/01 04:00:00+00,Saturday,5,Red Line,614354,122871,4198
2019/08/01 04:00:00+00,Saturday,5,Heavy Rail,1338091,267618,4199
2019/08/01 04:00:00+00,Saturday,5,Green Line,519289,103858,4200
2019/08/01 04:00:00+00,Saturday,5,Light Rail,519289,103858,4201
2019/08/01 04:00:00+00,Saturday,5,Silver Line,114274,22855,4202
2019/08/01 04:00:00+00,Saturday,5,Bus,883945,176789,4203
2019/08/01 04:00:00+00,Saturday,5,Trackless Trolley,29473,5895,4204
2019/08/01 04:00:00+00,Saturday,5,All Bus,1027693,205539,4205
2019/08/01 04:00:00+00,Saturday,5,Commuter Rail,92185,18437,4206
2019/08/01 04:00:00+00,Saturday,5,The RIDE,14840,2968,4207
2019/08/01 04:00:00+00,Sunday,4,Blue Line,145674,36418,4208
2019/08/01 04:00:00+00,Sunday,4,Orange Line,300910,75228,4209
2019/08/01 04:00:00+00,Sunday,4,Red Line,397855,99464,4210
2019/08/01 04:00:00+00,Sunday,4,Heavy Rail,844439,211110,4211
2019/08/01 04:00:00+00,Sunday,4,Green Line,329283,82321,4212
2019/08/01 04:00:00+00,Sunday,4,Light Rail,329283,82321,4213
2019/08/01 04:00:00+00,Sunday,4,Silver Line,76243,19061,4214
2019/08/01 04:00:00+00,Sunday,4,Bus,468545,117136,4215
2019/08/01 04:00:00+00,Sunday,4,All Bus,544788,136197,4216
2019/08/01 04:00:00+00,Sunday,4,Commuter Rail,53472,13368,4217
2019/08/01 04:00:00+00,Sunday,4,The RIDE,10809,2702,4218
2019/08/01 04:00:00+00,Total,31,Blue Line,1941946,62643,4219
2019/08/01 04:00:00+00,Total,31,Orange Line,5220991,168419,4220
2019/08/01 04:00:00+00,Total,31,Red Line,6463959,208515,4221
2019/08/01 04:00:00+00,Total,31,Heavy Rail,13626897,439577,4222
2019/08/01 04:00:00+00,Total,31,Green Line,4643466,149789,4223
2019/08/01 04:00:00+00,Total,31,Light Rail,4643466,149789,4224
2019/08/01 04:00:00+00,Total,31,Silver Line,1014331,32720,4225
2019/08/01 04:00:00+00,Total,31,Bus,8467347,273140,4226
2019/08/01 04:00:00+00,Total,31,Trackless Trolley,253306,8171,4227
2019/08/01 04:00:00+00,Total,31,Private Bus,84761,2734,4228
2019/08/01 04:00:00+00,Total,31,All Bus,9819745,316766,4229
2019/08/01 04:00:00+00,Total,31,Commuter Rail,2800661,90344,4230
2019/08/01 04:00:00+00,Total,31,Ferry,151493,4887,4231
2019/05/01 04:00:00+00,Saturday,4,Blue Line,177652,44413,4232
2019/06/01 04:00:00+00,Weekday,20,The RIDE,121120,6056,4233
2019/04/01 04:00:00+00,Weekday,22,Ferry,113036,5138,4234
2019/05/01 04:00:00+00,Saturday,4,Orange Line,436823,109206,4235
2019/07/01 04:00:00+00,Saturday,4,Orange Line,409140,102285,4236
2019/06/01 04:00:00+00,Saturday,5,Blue Line,228042,45608,4237
2019/11/01 04:00:00+00,Saturday,5,Silver Line,111188,22238,4238
2019/04/01 04:00:00+00,Weekday,22,The RIDE,133386,6063,4239
2019/05/01 04:00:00+00,Saturday,4,Red Line,532708,133177,4240
2019/07/01 04:00:00+00,Saturday,4,Red Line,477098,119274,4241
2019/06/01 04:00:00+00,Saturday,5,Orange Line,556675,111335,4242
2019/11/01 04:00:00+00,Saturday,5,Bus,907449,181490,4243
2019/04/01 04:00:00+00,Saturday,4,Blue Line,172474,43118,4244
2019/05/01 04:00:00+00,Saturday,4,Heavy Rail,1147184,286796,4245
2019/07/01 04:00:00+00,Saturday,4,Heavy Rail,1080458,270114,4246
2019/06/01 04:00:00+00,Saturday,5,Red Line,650702,130140,4247
2019/11/01 04:00:00+00,Saturday,5,Trackless Trolley,24762,4952,4248
2019/04/01 04:00:00+00,Saturday,4,Orange Line,427902,106976,4249
2019/05/01 04:00:00+00,Saturday,4,Green Line,461370,115342,4250
2019/07/01 04:00:00+00,Saturday,4,Green Line,433286,108322,4251
2019/06/01 04:00:00+00,Saturday,5,Heavy Rail,1435419,287084,4252
2019/11/01 04:00:00+00,Saturday,5,All Bus,1043398,208680,4253
2019/04/01 04:00:00+00,Saturday,4,Red Line,490722,122680,4254
2019/05/01 04:00:00+00,Saturday,4,Light Rail,461370,115342,4255
2019/07/01 04:00:00+00,Saturday,4,Light Rail,433286,108322,4256
2019/06/01 04:00:00+00,Saturday,5,Green Line,565978,113196,4257
2019/11/01 04:00:00+00,Saturday,5,Commuter Rail,85235,17047,4258
2019/04/01 04:00:00+00,Saturday,4,Heavy Rail,1091098,272774,4259
2019/05/01 04:00:00+00,Saturday,4,Silver Line,90377,22594,4260
